content,sentiment
tidk dapat digunakan,0
awal pertama aku main ya begitulah,1
tv vbhumuvhl m,1
bisa gk sih you tube nya Jangan iklan mulu .gangu paham,0
trbaik,1
Jelek,1
ok,1
bagus bagus,1
tak bisa di buka aplikasinya dan tidak bisa di update,0
Kami Mau Main YouTube Video Preman Beringin Sama Etteh Sholow Aja Bang Ok,1
Bagus,1
kenapa youtub gak bisa d buka di hp ini,1
gw penyimpanan udah dibersihin game tinggal 1 masih gk bisa dowload vidio,0
baik sekali,1
lemot banget,0
Gk bisa di buka aplikasinya,0
indah bisa bikin video lucu😀,1
Tasya,1
baik,1
Saya sangat senang memakai aplikasi ini,1
Indonesia,1
seru banget kalau main ini,1
oke,1
Saya ingin melihan yutub tapi tiba-tiba tidak bisa di buka saya ingin melihat yutub malah tidak bisa saya munta bantuan dari pihak yutub,1
Setuju ki,1
Aplikasi sumber informasi dan hiburan.. mencari hiburan menjadi lebih senang dan mudah,1
semoga menjadi pengalaman terbaru dan terbaik dalam segala momen,1
kenapa tidak bisa di update,0
Nyaman dan aman,1
tolong tampikan vidio nya om,1
sangat luar biasa,1
jadi mudah,1
besok aku download gak bisa YouTube,1
mantap,1
tidak bisa log in masuk ke youtube,0
Wyydrurusu yg ues,1
saya sangat butuh aplikasi ini untuk menonton filem ke suaka saya dan anak anak saya kita juga bisa belajar saat menonton dll,1
ini aplikasi apa toilet....keluar sendr ...ini bkn BUG....update produk gaga l,0
baguss,1
Not good,0
sangat berguna,1
usah bggt cuh uyvc go cuc id es ehc chuhv ef r ef ci,0
sangaat kami perlukan,1
gk bisa update,1
yaa,1
bagus banget,1
saya tidak bisa membuka aplikasi ini d HP oppo f1 (tipe lama). mohon perbaiki sistem nya,0
bagus banget deh trus kalo nanya langsung ketemu,1
apk busuk banyak iklan,0
Kurang bagus,1
"bagus sih, tapi ngelag banget. ganti nama channel aja nge bug, bikin konten aja keluar masuk apk.",0
Bagus,0
"sebaiknya tetap disertakan untuk versi os yang lama, agar pengguna hp lama tetap dapat menikmati youtube",0
YouTube tidal visa di installed lagi,0
gabisa ganti profil channel,0
video macet macet,0
GK bisa log out lol,0
kenapa ga bisa di buka woii,0
bagus bos,1
rumayan bagus mantap 4,1
Senang bqnyak berita film,1
Amora opsial,1
alhamdulillah,1
baik,1
DAY 20,1
buka tpi tiba,1
sangat bagus untuk buat konten kreator,1
mantap,1
Sangat bagus,1
"Wa....,kini cukup bagus app-ny, teksnya jg jelas klo pas muter lagu yg ada teksnya, gambar/visualnya jg bersih,terimakasih youtube....",1
bantu saya,1
"Tolonglah kasih fitur on-off sulih suara otomatis, gaenak banget su mau nonton video tapi suaranya ga delay, ga sinkron, kaku, feel/emosinya ga dapet. Hapus aja lah fitur begituan apalagi fitur auto translate judul video, risih banget bacanya",0
Mantab,1
burikk,0
RISNO,1
Cukup baik,1
"Bagus bngt, sangat membantu jika mau nyari resep makan atau tentang pelajaran skolah",1
iyain iyeh aku akan melihat hasilnya,1
"makin aneh, apalagi waktu main short gk bisa pencet tombol pause (alot bener)",0
bagus dan sesuai,1
seru aja dari kecil nontonya ini,1
not good,1
aku tidak suka update sekarang aku tidak mau update sekarang aku hanya ingin YouTube dulu kembali aku tidak bisa membuat video akibat update sekarang tolong kembalikan YouTube yang dulu dan satu lagi YouTube sering ngalag di short padahal saat belum di upload masih aman jadi aku minta tolong balikan YouTube dulu,0
Youtobe itu rame bangrt,1
keren banget tapi kenapa bahasa Inggris 👍😠,1
youtube is one of the best messaging apps I have ever used,1
ok,1
Namhsj,1
Asu& tolol,0
video udah pada bagus bagus tapi menurut aku lebih baik iklan nya di ilangin biar bisa nonton film nya tu adem gak terganggu .,1
Kok aku nggak bisa buka 😭😢😖,1
w ha di ha di iya Feri st ya wu id,1
"vidio durasi lama ga bisa di putar,update ga bisa, FC",0
kadang nyebelin,1
cukup baik,1
fitur auto audio dubbing lu ganggu,0
mantap,1
gabung aj sih,0
Kok gak bisa,1
iklan banyak banget udah gitu kalo gak update langsung gak bisa server nya server error code 444 udah gitu nge bug entahlah apa yang di upgrade ketika update,0
⁷Bolak balik disuruh update...?Sudah di update muncul lagi update aplikasi anda ...???,0
Tidak bisa di bukak,1
tidak bagus saya adalah asas asas-asas asas,1
Bagus,1
Gk bisa di update,0
"knpa slalu update,padahal udh terinstal",1
kenapa video nya sama terus di video short cuman itu itu aja dari tadi ngulang,1
saya sangat bahagia,1
Banyak aturan,0
kenapa harus android versi lebih tinggi??,0
Tolong di perbaiki yutub lama,1
mau aplod vidio harus verifikasi dulu,0
penyakit.,1
aplikasi bagus.....bngt,1
kok vidio yg belum ke download tidak bisa terhapus tolong lah perbaiki segera,1
subtitle nya kenapaa nggak muncul muluu,1
You tube kayla,1
Eunyaa,1
Bagus,1
"iklannya jadi lama dan kepanjangan sekarang,",0
"kebanyakan iklan dan iklannya terlalu panjang hingga puluhan detik. sangat menganggu saat memutar murottal, ayat al-quran jadi terputus karena iklan ga jelas.",0
tiba² you tube ku ke hapus gak tau kenapa,0
sangat bagus,1
Subscribe ya,1
"“YouTube is an amazing platform for both entertainment and education. I can watch tutorials, music videos, movies, and informative content anytime. The video quality is excellent and the recommendations are very helpful.”",1
gabisa update,0
tolong iklannya,1
aplikasi selalu menaniku itu menoton hal-halnya seru,1
ini bisa nonton apapun,1
ok,1
Mantap,1
amazing,1
Ok,1
tolong ikllan di kurangkan,1
saya mau nonton vidio di YouTube tapi tiba tiba tidak bisa di buka tolong bisa di cek dulu🙏,1
bagus,1
Bagus mantap,1
bagus banger vidionya,1
Lebih gampang,1
kenapa ini YouTube? gak bisa di putar di Oppo a31? kenapa ? kenapa?,1
jika bosan bisa nonton film seru,1
gooddd,1
kenapa tidak bisa update youtube,1
translate teks bahasa Indonesia tidak muncul,1
baru mau ganti nama udah dipermainkan sama YouTube ah orang gila pasti buat permainan ginian,0
nimas ayu abdul hanif,1
akuu suka menonton youtube,1
"Kenapa yutube sekarang banyak sekali muncul iklan dalam 1 vidio? apalagi dengan durasi yang sangat panjang+ga bisa diskip, saya merasa tidak nyaman karena banyaknya iklan, dulu saya masih enjoy karena ada tombol skip dan iklan ga selama itu durasinya sebenernya ada tombol skip dari dulu'tapi jarang sekali saya nemu iklan kek gitu sekarang, semoga pihak yutube lihat ulasan saya",0
Banyak iklan ngabisin kuota,0
baik,1
kenapa gak bisa buka ytb,1
Alif,1
ko g bisa di setel y,0
ga supportbuat android v6,0
Baguss,1
Bagus,1
𝑏 𝑎𝑗𝑎 𝑠𝑖ℎ 𝑆𝑜𝑎𝑙 𝑛𝑦𝑎 𝑏𝑖𝑠𝑎 kabelokir,1
Ok,1
) :,1
Semang,1
.oke.....,1
saya senang dengan aplikasi ini 😄,1
banyak hal yang seru tentang cara-cara,1
woe akun gw ke blok😭,1
lama untuk update,0
kebanyakan iklan,0
racism racism racism,0
Nais,1
👍🏻👍🏻,1
tak leburr,1
update Mulu tapi gak ada yang berubah,0
Sangat bagus,1
ryusak,1
jelek,1
gabisa di buka,0
ngelag tapi masih ok lah,1
knpa sih youtube macet mulu kalo lagi nonton,0
karna seru dan juga bisa download,1
bagus,1
Lenapa gutube saya tidak tersambung,0
luar biasa,1
Sangat baik,1
Knp you tube ini gk b8sa di buka,1
aman dan mantap,1
😁😁👍🏼👍🏼,1
Saya tidak bisa membuka youtube,1
Mantap,1
"payah banyak bug sekarang, kemarin iklan ga bisa di tutup, sekarang video ga bisa di pause, hadehhh",0
Knp alikasinya gk bs di buk,1
dapita ananda putri,1
Gk bisa,1
Pkk. K. Kko.. Alarm k. Ku sss. Ko.. K. K. K. Kkzk.. I have. Kkk. Km k. I. Ko哦。,1
kebanyakan iklan judol . dikit dikit iklan judol dan pijol.,0
bagus,1
Saya ingin nonton film,1
kenapa gak bisa buka youtube besad,1
tidak bisa,1
Maaf you tube saya tidak terkoneksi,1
ಡ ͜ ʖ ಡ,1
"apk nya sudah bagus, tapi kenapa ya pas saya mau cobain filter yang ada di YouTube short?,ko gabisa di pakai ya? padahal sudah saya coba tapi tetap tidak bisa?, jadi tolong buat yang buat apk nya perbaiki bug nya ya, tapi tetep seru kok apk nya😊😊",1
serum sekali nonton brerbi,1
mantaap aplikasinya,0
Seru aja si,1
yutub Santa bagus,1
bagus banget mantaffff,1
segmen video nya eror Mulu pas dipencet ga pindah,1
makasih YouTube ini aplikasi terbaik,1
ok,1
gabisa dibuka,0
Ada apa dengan youtube,1
Kok nggak bisa di pake lagi youtube nya padahal sudah updet,1
"sudah pakai premium loh yaaa, kok bisa screen off videonya ikut mati, terkeluar aplikasi, kirain update selesai masalah, ternyata tetap kek babi, nyesal berlangganan",0
kenapa youtube TV android saya tidak bisa di buka pakai wifi giliran pkai data internet bisa sedangkan wifi saya,0
Ingin download lagi,1
Mantap,0
woi gila sihh sekarang iklan bayak banget,0
bagus,1
bagus trus film nya banyak,1
Aplikasi ini bagus kitah harus di manfaatkan,1
"Sangat bagus, jelas lah. Tapi audio trek otomatis itu mengganggu, apa-apaan tiba-tiba jadi suara AI terjemahan, yang harusnya videonya berbahasa Inggris. Ditambah sekarang, kenapa dah iklan sekarang wajib 2 dan masing-masing 15 detik dan gak bisa di skip? MALAS BETUL 🗿 Edit 2026: Makin parah iklannya, makin banyak, gak bisa di skip anying. Mana selalu 2, lama pula. Aku dah gak sabar mau nonton video, bukan iklan!! Mikir lah, kirain semua orang cukup kaya buat langganan premium? Maksa amat sih",0
aplikasi ini sempurna karena ada fitur speed di short untukku tapi mohon jangan aktifkan auto dubbing,1
Agustinus,1
Youtube saya tidak bisa dibuka,0
mangapa you tube saya tidak bisa bukak tolong bantu saya,1
"foto sampul ku gabisa diganti , tolong bantuan nya, padahal ukuran foto nya juga udah pas loh🙏🏻, tapi gabisa",0
Ytta,0
Nhdbasn,1
Ok,1
"komentar di shorts YouTube nga bisa kentut tombol navigasi, masa ina harus pakai mode layar lebar terus",0
gk bisa masuk ada gambar robot,0
Mantap,0
Sangat baik,1
mantap pokoknya mi,1
Tdk biar bisa terinstal aplikasi youtube di hp saya,0
polwan dan guru dan,1
kenapa stumble nya tidak bisa,0
ubuo,1
SAYA SUKA YOUTUBE MEMANG AKU LIHAT VIDEO VIDEO YANG BAGUS,1
Oke,1
gua setiap hari nonton ini soal nya seru,1
Baik sekali,0
Sangat bermanfaat,1
tontonan yg serba serbi ada semua,1
bagus,1
apk ny sangat memuaskan saya. trimakasih. youtube,1
yaaa,1
bagus sih buat ngonten,1
Aktifkan kembali You Tube,1
"pembaruan kali ini, ah gelap... cuma teks saja saat scrol...tidak bisa menonton tanpa harus mengklik video",1
Ok,1
dungu! udh mode batasan. malah dikasi iklan porno!!!!,0
Gak bisa di update,0
ini YouTube ngebug atau gimana kok nggak muncul Mulu subtitle nyaa kalo ngga muncul² terus gw nonton series Thailand gimana donggg 😭😭😭,1
Baagus,1
makin lama kok makin parah ini yt.,0
Baguusss,1
Bagusss bangett bergunaaa sekaliii,1
Tolong bantuanya.untuk masalah yuo tube. Supaya aktif kembali karena you tube di perangkat g mau aktif ni bos,0
Sri endang,1
bagus,1
Good,1
YouTube Beri rating aplikasi ni,0
Apik,1
Saya tidak bisa membuka yotube,0
Good,1
Baik,1
YouTube sangat memuaskan saya,1
seru,1
sangat menyenangkan,1
bagus,1
bagudss,1
kadang suka error sendiri,1
bagus,1
kebanyakn iklan..gk mutu,0
sy Tidak bisa buka youtube,0
menghibur sekali,1
"setiap ada iklan video tidak bisa di putar, semoga cepet di fix",0
top,1
baik sekali,1
Bantulah,1
bagus.tp putus sering keluar sendiri tlng diperbaiki,1
yoker,1
sangat seru dn terhibur,1
bagus seksali,1
SUSAH DI UPDATE,0
top markotop,1
bagus,0
cantik,1
Sangat ku suka,1
sanga seru,1
"The ultimate entertainment app! YouTube is my absolute favorite app. From learning new skills to watching entertaining videos, it has everything I need. The interface is smooth and very user-friendly!",1
Menyenangkan,1
"YouTube mulai kikir sat, awal video iklan, setiap 2-3 menit iklan, mana kadang 2 iklan 30 detik, 30 detik, dan ga bisa di skip:)) belum lagi pas di smart TV behh, iklan semenit bahkan lebih ga bisa di skip lagi anying",0
sy suka youtube,1
Sangat baik,1
tidak bisa di abdet,1
sangat membantu sekali,1
bang dens,1
iklan judol berkedok game banyak sekali tolong disaring iklannya,0
"brooo bisakah kamu bantu enggak,, 😭😭😭 kenapa setiap aku upload video itu ada bug aneh yang datang secara tiba tiba ,dan suka bugnkeluar snendi padahal wifi sinyal baguss ,,,yaa gitu aja terima kasih",0
itsthebest,1
kenapa YouTube ga bisa dibuka terus loading terus padahal sinyalnya bagus. aneh tiba tiba bug kaya gini bikin kesel,0
tanpa iklan itu lebih bagus,0
"kami selalu merasa benar2 terbantu adanya aplikasi YouTube, makasih youtube",1
Bagus,1
siiip ok sisp,1
ke bend trs apsih,0
siiip,1
mantap,0
sayyy,1
mantap😎👍,1
bagus,1
Tidak bisa diakses,0
"intinya prefesional dong jika mau melihat kesalahan orang lain tak mau menunjukan kesalahan diri dulu,asal anda tau aja ini masalah bukan masalah saya pake narkoba lah atau pun apa,ini masalah nya nanti kembali ke kalian sendiri terutama layanan google apa pun itu aku pastikan anda nyesel perlakukan saya seperti ini,biar anda tau lah nanti jika udah terjadi perusahaan google tidak ada iklan mau bayar iklankan di situ lalu google gulung tikar ya baru rasakan ..aku jawab happy acoy ya makasih",1
"iklan kebanyakan jembod, mana gabisa diskip lagi. kebelet haji apa gmna dah.",0
Sangat bagus untuk mengupload video walaupun kadang gagal upload sih,1
"plis kalau blokir akun orang langsung hilang dong, muak banget aku lihat komentar mereka",1
Membantu sekali....,1
"saya kan udah update, tapi kok gak bisa trus buka video, sama youtube shorts , trimakasih itu saja yang saya ketikkan",1
Kok you tube ndak bisa,0
anak nya tantrum jika kartun jelek jadi hp nya rusak,0
mohon maaf ini kenapa ya. tiap kali mau nonton channel Korea/ barat/ dan negara lain. sup Indonesia nya nggak muncul sama sekali. meskipun fitur sub nya udah di nyalakan. kok begini sih...tambah parah YouTube.,0
ini you tube ea koOk GK bsh,1
tiap menit muncul iklan,0
knpa yah akun youtube tidak bisa terbuka,1
Bagus,1
Maksimal Dan lebih resfonsip,1
Kenapa you Tube saya tida bisa dibuka?,1
Getting 16ADAA,1
Jlek,0
one,1
𝐦𝐚𝐬𝐚 𝐚𝐧𝐞𝐡 𝐝𝐡𝐡 𝐤𝐚𝐧 𝐦𝐚𝐮 𝐦𝐮𝐭𝐞𝐫 𝐯𝐢𝐝𝐢𝐨 𝐲𝐠 𝐮𝐝𝐡 𝐝𝐨𝐧𝐰𝐥𝐨𝐚𝐝 𝐠𝐚𝐚 𝐛𝐢𝐬𝐚𝐚𝐚 𝐦𝐥𝐡𝐡 𝐚𝐧𝐡 𝐛𝐚𝐧𝐠𝐞𝐭 𝐦𝐚𝐧𝐚 𝐤𝐚𝐧 𝐣𝐚𝐝𝐢 𝐦𝐥𝐬 𝐛𝐮𝐤𝐚 𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢 𝐧𝐲𝐲𝐲𝐲...........,0
"ppk apasi kok di TB' langsung di pontong dana ku buat premium tanpa sepengetahuan saya,anj lah",0
Woooooo masa kasih movie doang gak boleh giliran yang lain boleh wooooo,1
Buruk sekali,0
Aman,1
iklannya ga ngotak terus aja terus iklan emosi bgt gua njr,0
sebenarnya gw mau kasih bintang 10 tapi kagak bisa,1
youtube aku lagi nonton nih video pertama nah scro video kedua malahan suara yang ke-1 tolong youtube😭😭😭😭😭😭,0
apk nya ga bisa buka di hp j2 bingung,0
"Ini kenapa kok tiba2 tdk bs dibuka ya? saya tdk tahu kenapa tiba2 ndak bisa dibuka,mohon dijelaskan",1
ok,1
Hp Saya Samsung J1ace Masih Terkendala dwngan Apalikasi Youtube. Padahal Aplikasu Bawaan Dari Hp. Kok Aneh Ya??,1
Okay,0
mantap,1
semakin buruk dan Terlalu banyak iklan saat menonton Vidio 👎👎👎 tambah semakin buruk nonton vidio kok layar gelap lama di tunggu tetap saja gelap,0
"bagus buat anak""",1
bagus top,1
bagus,1
Untuk,0
"YouTube sekarang banyak iklan,dikit dikit iklan duh apalagi kalo pas fokus liat konten dan lagi seru liat scene malah tiba tiba iklan,emang sih ada YouTube premium biar bebas iklan. Udah berapa tahun saya gak nonton dan menggunakan tv soalnya saya beralih ke YouTube dulu karena YouTube bisa ditonton dimana saja,kapan saja,banyak konten yang penonton mau dan yang penting TIDAK ADA JEDA IKLAN seperti di tv walaupun penggunaan kuota jadi boros",0
mantap,1
jelek banget setiap hari kalo mau nonton isurruh update dulu padahal kemarin udah bosen banget,0
Know yutup nya gak bisa di buka,1
Sangat bagus,1
"kecewa bgd sama youtube hbs di update sekarang iklannya tambah bnyak melebihi video yg ditonton, capek sekali setiap nonton ada 10x skip iklan2nya..mengecewakan ..terimakasih",0
"loading terus, kadang gak ada apa-apa cuma loding aja, tapi kadang normal, kadang benar-benar cuma loading doang, padahal sinyal bagus, udah update, udah hapus chace tapi tetep begitu😮‍💨",0
APK ERORR!,0
Ok,1
aplikasi yang baik untuk menonton video dan mencari rekomendasi belajar apapun melalui video,1
Youtobe saya tidak bisa konek,1
sangat tertarik,1
Hp saya ga bisa pake yotube,1
tolong buka you tube agar bisa di gunakan,1
tolong perbaiki youtube,0
ce bgt,1
Mantap,1
top,1
"Keren banget setiap 3 menit ada iklan nya, waw aku jadi menikmati waktu menonton ku terima kasih youtube udah ngasih iklan setiap 3 menit sekali aku cinta kamu.",0
mantap,1
polemik oyes,0
tidak bagus,0
Bagus,1
Pancingan kacer,1
sangat puas dengan pelayanan nya tidak kurang satu pun semuanya,1
asik,1
ok,0
The Street In Live Style,1
keren sangat,1
Tolong Kembalikan Tombol TRENDING di Layar Beranda seperti dulu min. Gantikan Tombol Subscribetion dengan tombol TRENDING saja,0
ntah,1
Baik,1
seru seru,1
Mau nonton yutobe,1
bagus,1
"aplikasi iklan cuy, sekarang iklannya kadang ada yang gabisa di lewati, mana durasi iklannya 30 dtk😫",0
Kgk bsa k buka,0
Bagus,1
Tidak bisa di buka aplikasi buruk,0
bagussss,1
This is need,1
"Saya sangat kecewa terhadap youtub,karna youtub membiarkan dan memberi ruang bagi pengguna aplikasi ini yang merusak dan merubah keistimewaan youtub,sekarang mau menonton film yang di inginkan, harus menyekrol ratusan spoiler yang sangat...mengganggu,alangkah baik nya youtub....mendaur ulang kebijakan nya atas youtuber-youtuber yang hanya mengaplot dan mengkopipaste film karya orang lain,saya harap ini jadi acuan bagi youtub.....TRIMAKASIH....",0
bagus,1
saya gk bisa pakai yitup,0
sangat terhibur,1
Gk bisa di perbarui,0
BANYAK VIDEO SERU COY,1
@AgussalimKembar,1
jun jun,1
bagus sih cumn kdng subtitle nya agak gimna sama kadng kekunci layar jdi kita harus pencet tanda x di kanan pojok atas,1
wajib update,1
melihat berita,1
arbin,0
"tiba2 banget aplikasi diperbarui padahal udah versi terbaru , padahal signal wifi hp bagus , bisa buat buka ig , tt , dkk. tp bug lamaaa , layar cuma hitam . gak bisa diapa²in padahal download juga bayar pake kuota loh . iklan kalau berfaedah its ok , masih gapapa ya . tp jangan lama2 juga . + jangan ada iklan yang unfaedah . thnks , smoga smakin diperbaiki",0
tolong perbaiki error yang kayak video mau tiba-tiba ulang dan juga dan pencet berikut waktu videonya udah dibuat malah sering nge-pause videonya,1
"subtitle gak muncul setelah di-upgrade. padahal CC nya udah aktif, udah diliat settingan nya pun tetep gak muncul. ini gmna dah anjir parah banget",0
Aman,1
tolong dong untuk fitur baca selengkapnya dari komentar orang orang di perbesar atau di permudah padalal udah di usahakan untuk ini yg ditekan malah komentarnya yg tertekan karna itu meresahkan dan juga pasti bukan cuma saya yg ngerasain keresahan ini,1
"sangat bermanfaat nonton berita"" dan lain"".",1
tolong buka,1
